SystematicID	Gene_name	Synonyms	Names
SPNCRNA.1557	lid2-antisense-1		lid2-antisense-1
SPBP19A11.06	lid2	SPBP4H10.01	lid2
SPBC3E7.16c	leu3	SPBC4F6.03c	leu3
SPAC9E9.03	leu2		leu2
SPBC1A4.02c	leu1	SPBC1E8.07c	leu1
SPBC13E7.08c	leo1		leo1
SPAC18G6.10	lem2	heh1	lem2
SPBC1861.08c	lea1		lea1
SPBC30B4.03c	ldb1	adn1	ldb1
SPAC18B11.06	lcp5		lcp5
SPAC1296.05c	lcp1		lcp1
SPBC19F8.04c	lcl3		lcl3
SPBP4H10.11c	lcf2		lcf2
SPBC18H10.02	lcf1		lcf1
SPAC4A8.07c	lcb4		lcb4
SPAC21E11.08	lcb2	SPAC2C4.02	lcb2
SPBC18E5.02c	lcb1	SPBC29A3.20c	lcb1
SPCC794.07	lat1		lat1
SPBC16C6.12c	las1		las1
SPAC1527.03	lar1		lar1
SPCC1322.05c	lap2	ppp85	lap2
SPAC23D3.16	lam4		lam4
SPAC222.19	lam3	tam1	lam3
SPBC1778.05c	lam2		lam2
SPBC29A10.17	lam1		lam1
SPAC1A6.09c	lag1		lag1
SPCC1682.13	laf2		laf2
SPAC14C4.12c	laf1		laf1
SPBC3E7.15c	lac1	SPBC4F6.02c,mug83	lac1
SPAC30.02c	kti12		kti12
SPBC16E9.13	ksp1	ppk20	ksp1
SPBC530.16	ksh1	new21	ksh1
SPCC576.15c	ksg1		ksg1
SPBC17G9.03c	krs1		krs1
SPAC22E12.09c	krp1	krp	krp1
SPAC22G7.05	kri1		kri1
SPNCRNA.1127	kpa1-antisense-1		kpa1-antisense-1
SPCC553.07c	kpa1	mug40,pol(kappa),pol-kappa	kpa1
SPBC947.01	knk1	alf1	knk1
SPAC1565.07c	knd1		knd1
SPBC947.12	kms2		kms2
SPAC3A11.05c	kms1		kms1
SPBC15D4.01c	klp9	SPBC2D10.21c	klp9
SPAC144.14	klp8		klp8
SPBC1685.15c	klp6	sot2,SPBC649.01c	klp6
SPBC2F12.13	klp5	sot1	klp5
SPAC1834.07	klp3	krp1	klp3
SPAC664.10	klp2		klp2
SPAC1039.05c	klf1		klf1
SPBC365.09c	kin17		kin17
SPBC4F6.06	kin1		kin1
SPAC105.01c	kha1		kha1
SPBC776.15c	kgd2		kgd2
SPBC3H7.03c	kgd1		kgd1
SPBC16G5.09	kex1	ppp33	kex1
SPBC1271.12	kes1		kes1
SPBC1718.03	ker1		ker1
SPAC26H5.13c	kei1		kei1
SPCC970.08	kcs1		kcs1
SPAC1B1.03c	kap95		kap95
SPBC14F5.03c	kap123		kap123
SPNCRNA.820	kap114-antisense-1		kap114-antisense-1
SPAC22H10.03c	kap114		kap114
SPCC1322.06	kap113		kap113
SPAC22G7.02	kap111		kap111
SPBC30B4.05	kap109		kap109
SPAC2F3.06c	kap104		kap104
SPBC16D10.03	kae1	pgp2	kae1
SPCC11E10.03	jnm1	mug1	jnm1
SPCC622.19	jmj4	mug149	jmj4
SPBC83.07	jmj3	kdm4	jmj3
SPAC1002.05c	jmj2	kdm5	jmj2
SPAC25H1.02	jmj1		jmj1
SPAC144.08	jac1		jac1
SPAC30D11.11	izh3		izh3
SPBC12C2.09c	izh2		izh2
SPNCRNA.1508	iws1-antisense-1		iws1-antisense-1
SPBC19G7.16	iws1		iws1
SPAC23H4.08	iwr1		iwr1
SPBC11B10.07c	ivn1		ivn1
SPAC1002.14	itt1		itt1
SPBC839.08c	its8		its8
SPAC19G12.14	its3	mss4	its3
SPAC20G8.03	itr2		itr2
SPAC4F8.15	itr1	SPAC7D4.01	itr1
SPAC227.13c	isu1		isu1
SPBC691.05c	ist2	SPBP22H7.01c	ist2
SPNCRNA.1230	ist1-antisense-1		ist1-antisense-1
SPCC1442.17c	ist1	SPCC285.02c	ist1
SPBC2A9.11c	iss9	SPBC2D10.01c	iss9
SPAC7D4.14c	iss10	pir1	iss10
SPAC22G7.10	iss1		iss1
SPAC25B8.13c	isp7		isp7
SPAC4A8.04	isp6	prb1	isp6
SPAC1039.09	isp5		isp5
SPBC29B5.02c	isp4		isp4
SPNCRNA.606	isp3-antisense-1		isp3-antisense-1
SPAC1F8.05	isp3	meu4,p23,23K	isp3
SPBC30D10.03c	isn1		isn1
SPCC18B5.08c	ism1		ism1
SPBC365.12c	ish1		ish1
SPBC13G1.06c	isd11		isd11
SPBC3B9.17	isa2		isa2
SPCC645.03c	isa1		isa1
SPAC1687.09	irs4	tax4	irs4
SPBC8D2.06	irs1		irs1
SPNCRNA.555	ire1-antisense-1	SPNG2AF18	ire1-antisense-1
SPAC167.01	ire1	ppk4	ire1
SPAC19A8.11c	irc6		irc6
SPBC11C11.11c	irc3	SPBC3B8.12	irc3
SPNCRNA.95	IRC1-R	IRC1	IRC1-R
SPNCRNA.84	IRC1-L	IRC1	IRC1-L
SPBC609.03	iqw1	iqwd1	iqw1
SPBC30B4.06c	ips1		ips1
SPAC23C11.05	ipp1		ipp1
SPCC4B3.10c	ipk1		ipk1
SPCC1393.06c	ipi1		ipi1
SPACUNK4.12c	iph1	mug138,irp1,ppp34	iph1
SPBC1734.10c	ipa1		ipa1
SPCC191.11	inv1		inv1
SPBC646.09c	int6	yin6	int6
SPCC306.05c	ins1		ins1
SPAC9G1.10c	inp53		inp53
SPBC21B10.06c	inp2		inp2
SPAC29B12.01	ino80	SPAC3G6.12	ino80
SPAC23H3.02c	ini1		ini1
SPCC70.02c	inh1		inh1
SPBC3B8.10	ina17		ina17
SPAC17G8.11c	imt3		imt3
SPNCRNA.1253	imt2-antisense-1		imt2-antisense-1
SPCC4F11.04c	imt2		imt2
SPAC2F3.01	imt1	SPAC323.09	imt1
SPAC19A8.07c	imp4		imp4
SPAC19D5.05c	imp3		imp3
SPBC11C11.02	imp2		imp2
SPBC1604.08c	imp1		imp1
SPBC26H8.04c	iml1		iml1
SPNCRNA.663	img2-antisense-1		img2-antisense-1
SPAC3H8.03	img2		img2
SPAC343.02	img1		img1
SPAC22G7.07c	ime4		ime4
SPCC737.03c	ima1		ima1
SPBC14C8.04	ilv6		ilv6
SPBC56F2.12	ilv5		ilv5
SPBP35G2.07	ilv1		ilv1
SPAC10F6.16	igo1	mug134	igo1
SPAC4G9.15	ifa38		ifa38
SPAC222.04c	ies6		ies6
SPNCRNA.694	ies4-antisense-1		ies4-antisense-1
SPAC23G3.04	ies4		ies4
SPAC6B12.05c	ies2		ies2
SPAPB1E7.14	iec5		iec5
SPCC1259.04	iec3		iec3
SPAC144.02	iec1		iec1
SPAC6G10.08	idp1		idp1
SPAC4G9.12	idn1		idn1
SPBC106.15	idi1		idi1
SPBC902.05c	idh2	glu2	idh2
SPAC11G7.03	idh1	glu3	idh1
SPAC12B10.05	icp55	ppp43	icp55
SPAC23C11.01	ice2		ice2
SPBC839.07	ibp1		ibp1
SPAC21E11.07	iba57	SPAC2C4.01	iba57
SPCC126.10	iah1		iah1
SPAC4F8.07c	hxk2		hxk2
SPAC24H6.04	hxk1		hxk1
SPBC839.11c	hut1		hut1
SPAC30D11.13	hus5	ubc9	hus5
SPAC20G4.04c	hus1		hus1
SPAC167.07c	hul5	SPAC57A7.03c	hul5
SPBC31E1.03	hub1	ubl4	hub1
SPAC17A5.10	hua1		hua1
SPAC23G3.12c	htr12		htr12
SPBC1685.05	htr11	ppp45	htr11
SPBC1105.15c	htd2		htd2
SPCC622.09	htb1		htb1
SPAC19G12.06c	hta2		hta2
SPNCRNA.1194	hta1-antisense-1		hta1-antisense-1
SPCC622.08c	hta1		hta1
SPAC1783.04c	hst4		hst4
SPCC132.02	hst2		hst2
SPAC3H1.11	hsr1	msn2	hsr1
SPAC926.04c	hsp90	swo1,git10	hsp90
SPAP8A3.04c	hsp9	scf1	hsp9
SPBC4F6.17c	hsp78		hsp78
SPNCRNA.973	hsp3105-antisense-1		hsp3105-antisense-1
SPAC1F7.06	hsp3105		hsp3105
SPAC11D3.13	hsp3104		hsp3104
SPBC947.09	hsp3103		hsp3103
SPNCRNA.613	hsp3102-antisense-1		hsp3102-antisense-1
SPAC5H10.02c	hsp3102		hsp3102
SPNCRNA.1100	hsp3101-antisense-1		hsp3101-antisense-1
SPCC757.03c	hsp3101		hsp3101
SPBC3E7.02c	hsp16		hsp16
SPBC16D10.08c	hsp104		hsp104
SPCC550.06c	hsp10		hsp10
SPBC776.12c	hsk1	cdc7	hsk1
SPAC2E12.02	hsf1	hstf,hsf	hsf1
SPBC1734.08	hse1		hse1
SPAC869.06c	hry1		hry1
SPBC2G2.12	hrs1		hrs1
SPCC1739.03	hrr1		hrr1
SPAC23A1.19c	hrq1	SPAC26H5.01c	hrq1
SPAC3G6.01	hrp3		hrp3
SPNCRNA.803	hrp1-antisense-1		hrp1-antisense-1
SPAC1783.05	hrp1	chd1	hrp1
SPAC23C4.03	hrk1		hrk1
SPAC222.07c	hri2		hri2
SPAC20G4.03c	hri1		hri1
SPBC25H2.06c	hrf1		hrf1
SPBC28F2.08c	hrd3		hrd3
SPBC17D11.02c	hrd1		hrd1
SPAC328.05	hrb1		hrb1
SPAC13F5.07c	hpz2		hpz2
SPBC2A9.07c	hpz1		hpz1
SPAC23C11.13c	hpt1	pur1	hpt1
SPAC1071.05	hpm1		hpm1
SPBC3B9.05	hot15		hot15
SPAC29B12.12	hot13		hot13
SPAC3G9.07c	hos2	hda1,phd1	hos2
SPNCRNA.1602	hop1-antisense-1		hop1-antisense-1
SPBC1718.02	hop1		hop1
SPBC725.09c	hob3		hob3
SPBC21D10.12	hob1		hob1
SPCC18.09c	hnt3	aptx	hnt3
SPCC1442.14c	hnt1		hnt1
SPBC2G5.06c	hmt2	cad1	hmt2
SPCC737.09c	hmt1	SPCC74.08c	hmt1
SPBC28F2.11	hmo1		hmo1
SPCC162.09c	hmg1	its12	hmg1
SPAC4F10.19c	hit1		hit1
SPBC29A3.02c	his7		his7
SPNCRNA.1500	his5-antisense-1		his5-antisense-1
SPBC21H7.07c	his5		his5
SPBC418.01c	his4	SPBC887.20c	his4
SPBC11B10.02c	his3		his3
SPBC1711.13	his2		his2
SPAC25G10.05c	his1		his1
SPBC947.08c	hip4	hpc2	hip4
SPNCRNA.1639	hip3-antisense-1		hip3-antisense-1
SPBC31F10.14c	hip3	hir3	hip3
SPNCRNA.1638	hip1-antisense-1		hip1-antisense-1
SPBC31F10.13c	hip1	hir1	hip1
SPCC1235.09	hif2		hif2
SPBC1105.11c	hht3	h3.3	hht3
SPBC8D2.04	hht2	h3.2	hht2
SPAC1834.04	hht1		hht1
SPAC23C4.12	hhp2		hhp2
SPBC3H7.15	hhp1		hhp1
SPNCRNA.1611	hhf3-antisense-1		hhf3-antisense-1
SPBC1105.12	hhf3	h4.3	hhf3
SPBC8D2.03c	hhf2	ams3,h4.2	hhf2
SPAC1834.03c	hhf1	h4.1	hhf1
SPAC26F1.12c	hgh1		hgh1
SPAC30D11.06c	hfl1		hfl1
SPBC887.18c	hfi1	ada1	hfi1
SPBC336.05c	hen1		hen1
SPAC31G5.08	hem4	ups1,ups	hem4
SPAC24B11.13	hem3	SPAC806.01	hem3
SPAC823.10c	hem25		hem25
SPAC1805.06c	hem2		hem2
SPCC320.09	hem15		hem15
SPAC1F5.07c	hem14		hem14
SPAC222.11	hem13		hem13
SPCC4B3.05c	hem12		hem12
SPAC2F3.09	hem1		hem1
SPCC4G3.17	hdd1		hdd1
SPNCRNA.843	hcs1-antisense-1		hcs1-antisense-1
SPAC4F8.14c	hcs1	hcs	hcs1
SPAC3A12.13c	hcr1		hcr1
SPAC23C11.12	hcn1	apc12	hcn1
SPAC1093.05	hca4		hca4
SPBC25B2.01	hbs1	SPBC2G5.08	hbs1
SPBC365.13c	hba1	caf1	hba1
SPAC139.06	hat1	SPAC23C4.01,kat1	hat1
SPAC1F7.02c	has1		has1
SPCC16C4.20c	hap2		hap2
SPCC830.10	ham1		ham1
SPAC29A4.16	hal4	sat4,ppk10	hal4
SPAC15E1.04	hal3		hal3
SPBC725.04	hac1		hac1
SPAC630.05	gyp7		gyp7
SPAC26F1.09	gyp51		gyp51
SPCC4G3.09c	gyp3		gyp3
SPCC1259.11c	gyp2		gyp2
SPBC651.03c	gyp10		gyp10
SPBC530.01	gyp1		gyp1
SPAC144.10c	gwt1	mug59	gwt1
SPNCRNA.1235	gut2-antisense-1		gut2-antisense-1
SPCC1223.03c	gut2		gut2
SPAC17A5.15c	gus1	ers1	gus1
SPAC24H6.01c	gup1	SPAPB21F2.01	gup1
SPAC1B3.04c	guf1		guf1
SPCC1672.03c	gud1		gud1
SPAP7G5.02c	gua2		gua2
SPBC2F12.14c	gua1		gua1
SPCC777.05	gtr2		gtr2
SPBC337.13c	gtr1		gtr1
SPBC354.01	gtp1	SPBC649.06	gtp1
SPAC30D11.01c	gto2	SPAC56F8.01	gto2
SPNCRNA.1087	gto1-antisense-1		gto1-antisense-1
SPAC1039.11c	gto1	SPAC922.02c	gto1
SPAC1751.01c	gti1		gti1
SPBC32F12.04	gtb1	tug1	gtb1
SPCC777.11	gta3	gtf1	gta3
SPAC343.13	gta2	pet112	gta2
SPBC646.03	gta1	her2	gta1
SPCC1281.07c	gst4		gst4
SPAC688.04c	gst3		gst3
SPCC965.07c	gst2		gst2
SPNCRNA.1222	gst1-antisense-1		gst1-antisense-1
SPCC191.09c	gst1		gst1
SPBC8D2.01	gsk31		gsk31
SPAC1687.15	gsk3	skp1	gsk3
SPCC1742.01	gsf2	SPCC1795.13,SPCPB16A4.07c,pfl1	gsf2
SPBC15D4.02	gsf1		gsf1
SPAC3F10.04	gsa1	gsh2	gsa1
SPAPB2B4.02	grx5		grx5
SPBC26H8.06	grx4		grx4
SPCC1450.06c	grx3		grx3
SPNCRNA.931	grx2-antisense-1		grx2-antisense-1
SPAC15E1.09	grx2		grx2
SPAC4F10.20	grx1	TTase1	grx1
SPNCRNA.1301	grt1-antisense-1		grt1-antisense-1
SPBPB8B6.04c	grt1	SPAPB8B6.04c	grt1
SPAC3F10.03	grs1		grs1
SPBC365.11	grp2		grp2
SPAC27D7.02c	grp1		grp1
SPBC26H8.08c	grn1		grn1
SPAC1D4.02c	grh1		grh1
SPCC830.03	grc3		grc3
SPBC32F12.03c	gpx1		gpx1
SPBC15D4.04	gpt2	gpt,alg7	gpt2
SPBPJ4664.06	gpt1		gpt1
SPAC144.07c	gpn2		gpn2
SPAC26F1.06	gpm1		gpm1
SPCC11E10.02c	gpi8		gpi8
SPNCRNA.618	gpi7-antisense-1		gpi7-antisense-1
SPAC13G6.03	gpi7		gpi7
SPBC3D6.07	gpi3		gpi3
SPCC550.04c	gpi2		gpi2
SPAC18B11.05	gpi18		gpi18
SPAC1F12.09	gpi17		gpi17
SPBC1604.15	gpi16		gpi16
SPBC685.05	gpi15		gpi15
SPBC13E7.05	gpi14		gpi14
SPNCRNA.1430	gpi13-antisense-1		gpi13-antisense-1
SPBC27B12.06	gpi13		gpi13
SPAPB2B4.01c	gpi12		gpi12
SPCC16A11.06c	gpi10		gpi10
SPBC30D10.11	gpi1		gpi1
SPBC354.12	gpd3		gpd3
SPAC23D3.04c	gpd2		gpd2
SPBC215.05	gpd1		gpd1
SPBC776.05	gpc1		gpc1
SPAC23H3.13c	gpa2	git8	gpa2
SPBC24C6.06	gpa1		gpa1
SPCC4B3.02c	got1		got1
SPAC4G8.10	gos1		gos1
SPBC1773.17c	gor2	SPBP26C9.01c	gor2
SPACUNK4.10	gor1		gor1
SPAC6B12.18	gon7	prl55	gon7
SPNCRNA.1158	gnr1-antisense-1		gnr1-antisense-1
SPCC1020.09	gnr1		gnr1
SPBC660.16	gnd1		gnd1
SPAC16E8.03	gna1	spgna1	gna1
SPAC12G12.12	gms2		gms2
SPCC1795.03	gms1	gmn3	gms1
SPBC1289.13c	gmh6		gmh6
SPAC637.06	gmh5		gmh5
SPBC8D2.17	gmh4		gmh4
SPNCRNA.1043	gmh3-antisense-1		gmh3-antisense-1
SPAC22E12.06c	gmh3		gmh3
SPAC5H10.13c	gmh2		gmh2
SPAC5H10.11	gmh1		gmh1
SPAC17H9.11	gmf1		gmf1
SPCC736.04c	gma12		gma12
SPAC23H3.09c	gly1		gly1
SPAPB1E7.07	glt1	gog1	glt1
SPAC1002.03c	gls2		gls2
SPAC6G10.09	gls1		gls1
SPAC22E12.17c	glo3		glo3
SPAC824.07	glo2		glo2
SPBC12C2.12c	glo1	SPBC21D10.03c	glo1
SPAC23H4.06	gln1		gln1
SPCC1442.02	glm2	SPCC1450.18	glm2
SPAC15F9.01c	glm1		glm1
SPBC31E1.05	gle1		gle1
SPAC13F5.03c	gld1		gld1
SPAC17A5.09c	glc8		glc8
SPBC36.12c	git7		git7
SPBC32H8.07	git5	gpb1	git5
SPCC1753.02c	git3		git3
SPBC215.04	git11		git11
SPBC21C3.20c	git1		git1
SPCC1393.09c	gir2		gir2
SPBC1D7.01	gim6	pfd1	gim6
SPAC227.10	gim4		gim4
SPAC227.05	gim3		gim3
SPAC3A11.13	gim1	SPAC3H5.02,yke2	gim1
SPBC106.13	gid9		gid9
SPAC12B10.13	gid8		gid8
SPAC343.04c	gid7		gid7
SPAC26H5.04	gid5		gid5
SPAC3H1.14	gid4	SPAC9G1.01,gid401	gid4
SPBC29A3.03c	gid2	rmd5	gid2
SPCC1259.12c	gid1	vid30	gid1
SPCC548.06c	ght8		ght8
SPBC1348.14c	ght7	SPBPB8B6.01c	ght7
SPNCRNA.1118	ght6-antisense-1		ght6-antisense-1
SPCC1235.13	ght6	meu12	ght6
SPCC1235.14	ght5		ght5
SPBC1683.08	ght4		ght4
SPAC1F8.01	ght3		ght3
SPBC4B4.08	ght2		ght2
SPCC548.07c	ght1		ght1
SPAC56E4.06c	ggt2		ggt2
SPAC664.09	ggt1		ggt1
SPBC31F10.03	ggg1		ggg1
SPNCRNA.1136	ggc1-antisense-2		ggc1-antisense-2
SPNCRNA.579	ggc1-antisense-1	SPNG2AF63	ggc1-antisense-1
SPCC1682.09c	ggc1		ggc1
SPBC25H2.16c	gga22		gga22
SPAC1F3.05	gga21		gga21
SPBC211.06	gfh1		gfh1
SPBC12C2.11	gfa1	SPBC21D10.02	gfa1
SPCC1672.12c	get4		get4
SPAC1142.06	get3		get3
SPCC1235.06	get2	sif1	get2
SPBC543.10	get1		get1
SPCC645.02	gep4		gep4
SPAC2F7.09c	gep3		gep3
SPBC32F12.16	gem7	new17	gem7
SPCC320.04c	gem1		gem1
SPBC29A3.17	gef3		gef3
SPAC31A2.16	gef2		gef2
SPAC24H6.09	gef1		gef1
SPBC211.03c	gea1		gea1
SPAC17G8.08c	gdt2		gdt2
SPAC186.05c	gdt1		gdt1
SPAC22H10.12c	gdi1	sec19	gdi1
SPCC132.04c	gdh2		gdh2
SPCC622.12c	gdh1		gdh1
SPAPB1E7.05	gde1		gde1
SPAC824.08	gda1	gdp1	gda1
SPBP19A11.01	gcv3		gcv3
SPAC13G6.06c	gcv2		gcv2
SPNCRNA.875	gcv1-antisense-1		gcv1-antisense-1
SPAC31G5.14	gcv1	n313	gcv1
SPCC737.06c	gcs2		gcs2
SPAC22F3.10c	gcs1	apd1,gsh1	gcs1
SPAC1952.05	gcn5	kat2	gcn5
SPBC29A3.09c	gcn20		gcn20
SPBC36B7.09	gcn2	ppk28,SPBP18G5.01	gcn2
SPAC18G6.05c	gcn1		gcn1
SPBC800.08	gcd10		gcd10
SPCC794.01c	gcd1	zwf2	gcd1
SPCC825.02	gbs1	gls2beta	gbs1
SPAC11E3.13c	gas5		gas5
SPBC342.03	gas4		gas4
SPBC29A10.08	gas2		gas2
SPAC19B12.02c	gas1		gas1
SPNCRNA.770	gar2-antisense-1		gar2-antisense-1
SPAC140.02	gar2		gar2
SPNCRNA.1590	gar1-antisense-1		gar1-antisense-1
SPBC20F10.01	gar1	SPBC25H2.01c	gar1
SPBC646.12c	gap1	src1,sar1	gap1
SPBPB2B2.10c	gal7		gal7
SPBPB2B2.12c	gal10		gal10
SPNCRNA.1697	gal1-antisense-1		gal1-antisense-1
SPBPB2B2.13	gal1		gal1
SPCC1902.01	gaf1	SPCC417.01c	gaf1
SPCC24B10.07	gad8		gad8
SPAC1952.01	gab1	SPAC1B3.19	gab1
SPAC1002.11	gaa1		gaa1
SPCC1620.04c	fzr3	mug55	fzr3
SPAC13G6.08	fzr2		fzr2
SPBC1706.03	fzo1	SPBC839.01	fzo1
SPAC8C9.07	fyv7		fyv7
SPCC1322.04	fyu1		fyu1
SPCC1183.03c	fxn1	pfh1	fxn1
SPNCRNA.1026	fus1-antisense-1		fus1-antisense-1
SPAC20G4.02c	fus1		fus1
SPAC1399.03	fur4		fur4
SPCC18.18c	fum1	SPCC290.01c	fum1
SPBP4G3.03	fub2		fub2
SPAC15E1.10	fub1	SPAP7G5.01	fub1
SPAC17A5.16	ftp105		ftp105
SPBPB2B2.17c	ftm7		ftm7
SPBC1348.03	ftm6		ftm6
SPBC1348.02	ftm5		ftm5
SPAC750.05c	ftm4		ftm4
SPAC750.04c	ftm3		ftm3
SPAC977.02	ftm2		ftm2
SPAC977.01	ftm1		ftm1
SPCC1235.07	fta7	cnl3	fta7
SPAC11H11.05c	fta6		fta6
SPNCRNA.607	fta5-antisense-1		fta5-antisense-1
SPCC1393.04	fta4		fta4
SPBP8B7.12c	fta3		fta3
SPAC1783.03	fta2		fta2
SPAC4F10.12	fta1	sma1	fta1
SPAC6F12.03c	fsv1		fsv1
SPAC22A12.06c	fsh2		fsh2
SPAC17G6.15c	fsf1		fsf1
SPAC22H12.05c	fsc1		fsc1
SPAC3G9.06	frs2		frs2
SPAC23A1.12c	frs1		frs1
SPBC947.05c	frp2		frp2
SPBC1683.09c	frp1		frp1
SPBP23A10.12	frg1		frg1
SPCC4B3.11c	fra3	aim1	fra3
SPAC8C9.11	fra2		fra2
SPAC22G7.01c	fra1	SPAPJ696.03c,ppp51	fra1
SPAC6F12.13c	fps1		fps1
SPCC895.05	for3		for3
SPAC227.09	fol3		fol3
SPAC17A5.13	fol2		fol2
SPBC1734.03	fol1	SPBC337.19	fol1
SPBC3E7.06c	fnx2		fnx2
SPNCRNA.1514	fnx1-antisense-1		fnx1-antisense-1
SPBC12C2.13c	fnx1	SPBC21D10.04c	fnx1
SPAC1805.09c	fmt1		fmt1
SPBP16F5.08c	fmo1		fmo1
SPCC18.16c	fmn1		fmn1
SPAC20H4.04	fml2	mfh2	fml2
SPAC9.05	fml1	mfh1	fml1
SPCC13B11.04c	fmd3	SPCC777.01c	fmd3
SPNCRNA.1320	fmd2-antisense-1		fmd2-antisense-1
SPBC1198.01	fmd2		fmd2
SPBC1539.07c	fmd1		fmd1
SPNCRNA.894	fmc1-antisense-1		fmc1-antisense-1
SPAC1486.11	fmc1	new3	fmc1
SPBC14C8.03	fma2	ppp22	fma2
SPBC3E7.10	fma1	ppp23	fma1
SPBC27B12.09c	flx1		flx1
SPBC16G5.15c	fkh2		fkh2
SPBC839.17c	fkh1		fkh1
SPBC11G11.01	fis1		fis1
SPAC1F7.07c	fip1		fip1
SPAC1F7.08	fio1		fio1
SPAC19E9.02	fin1		fin1
SPBC1778.06c	fim1		fim1
SPCC1393.08	fil1		fil1
SPAC1093.03	fig4		fig4
SPBC83.18c	fic1		fic1
SPBC2D10.10c	fib1	fib,nop1	fib1
SPBC1685.13	fhn1		fhn1
SPAC1142.08	fhl1	SPAC8C9.01	fhl1
SPAC25A8.01c	fft3	snf2SR	fft3
SPNCRNA.1117	fft2-antisense-1		fft2-antisense-1
SPCC1235.05c	fft2		fft2
SPAC20G8.08c	fft1		fft1
SPBPB8B6.06c	fex2		fex2
SPAC977.11	fex1		fex1
SPAC4D7.12c	fet5		fet5
SPBP26C9.03c	fet4		fet4
SPBC3B9.01	fes1		fes1
SPAC23E2.01	fep1	gaf2	fep1
SPAC19B12.05c	fcp1		fcp1
SPAC3G9.15c	fcf2		fcf2
SPNCRNA.1324	fbp1-antisense-1		fbp1-antisense-1
SPBC1198.14c	fbp1	SPBC660.04c	fbp1
SPBC336.01	fbh1	fdh1,fdh	fbh1
SPBC19C2.07	fba1		fba1
SPAC4A8.11c	fas2	lsd1	fas2
SPAC926.09c	fas1		fas1
SPBC1773.01	far8	csc3	far8
SPBC27B12.04c	far11	csc2	far11
SPBC3H7.13	far10	csc1	far10
SPCC830.11c	fap7		fap7
SPNCRNA.705	fap2-antisense-1		fap2-antisense-1
SPAC139.04c	fap2		fap2
SPBC354.15	fap1		fap1
SPNCRNA.1404	fan1-antisense-1		fan1-antisense-1
SPBC146.06c	fan1		fan1
SPNCRNA.633	fal1-antisense-1		fal1-antisense-1
SPAC1F5.10	fal1		fal1
SPCC550.07	fah2		fah2
SPBPB8B6.03	fah1		fah1
SPAC3F10.08c	faf1		faf1
SPBC3E7.01	fab1	ste12,SPBC6B1.11c	fab1
SPAC6F12.08c	exo84		exo84
SPBC106.20	exo70	SPBC582.02	exo70
SPBC685.02	exo5		exo5
SPAC17A5.14	exo2		exo2
SPNCRNA.1526	exo1-antisense-1		exo1-antisense-1
SPBC29A10.05	exo1	mut2	exo1
SPNCRNA.573	exg3-antisense-1	SPNG2AF32	exg3-antisense-1
SPBC2D10.05	exg3		exg3
SPNCRNA.1002	exg2-antisense-1		exg2-antisense-1
SPAC12B10.11	exg2		exg2
SPBC1105.05	exg1		exg1
SPAC26F1.04c	etr1		etr1
SPAC22E12.10c	etp1	cox15	etp1
SPAC12G12.09	eti1		eti1
SPAC1805.02c	etf2		etf2
SPAC27D7.06	etf1		etf1
SPAC1006.08	etd1		etd1
SPNCRNA.74	eta2-antisense-4		eta2-antisense-4
SPNCRNA.73	eta2-antisense-3		eta2-antisense-3
SPNCRNA.72	eta2-antisense-2		eta2-antisense-2
SPNCRNA.872	eta2-antisense-1		eta2-antisense-1
SPAC31G5.10	eta2		eta2
SPBC2D10.13	est1		est1
SPBC2D10.03c	ess1		ess1
SPBC16A3.11	eso1		eso1
SPBC28E12.05	esf2	SPBC3H7.17c	esf2
SPBC1734.01c	esf1	SPBC337.17c	esf1
SPAC56F8.16	esc1		esc1
SPAC24B11.08c	erv46		erv46
SPBC2G5.04c	erv41		erv41
SPCC970.06	erv29		erv29
SPAC23H4.03c	erv25		erv25
SPBC146.04	erv2		erv2
SPAC30C2.05	erv14		erv14
SPAC3G6.08	erv1		erv1
SPCC1393.05	ers1		ers1
SPBC16E9.09c	erp5	erp6	erp5
SPAC17A5.08	erp2	erp3,erp4	erp2
SPCC1450.14c	ero12		ero12
SPBC4F6.16c	ero11		ero11
SPCC1919.12c	erm2	ppp60	erm2
SPCC1259.02c	erm1	ppp61	erm1
SPAC2E1P5.03	erj5		erj5
SPBC30B4.08	eri1		eri1
SPAC19G12.17	erh1	new10,iss6	erh1
SPBC646.05c	erg9		erg9
SPAC343.01c	erg8		erg8
SPAC13G7.01c	erg7	SPAC4G9.21c	erg7
SPBC16E9.05	erg6		erg6
SPAC19A8.04	erg5	cyp61	erg5
SPAC20G4.07c	erg4	sts1	erg4
SPBC27B12.03c	erg32		erg32
SPAC1687.16c	erg31	erg3	erg31
SPBC337.09	erg28		erg28
SPNCRNA.1412	erg27-antisense-1		erg27-antisense-1
SPBC1709.07	erg27		erg27
SPBC3F6.02c	erg26		erg26
SPAC630.08c	erg25		erg25
SPBC16G5.18	erg24		erg24
SPAC20G8.07c	erg2		erg2
SPAC13G6.11c	erg12		erg12
SPAC13A11.02c	erg11		erg11
SPBC215.09c	erg10		erg10
SPBC713.12	erg1		erg1
SPAC3F10.07c	erf4	mug91	erf4
SPBC3H7.09	erf2	mug142	erf2
SPAC1834.01	erf1	sup45	erf1
SPBP8B7.22	erd2		erd2
SPAC227.01c	erd1	SPAPB21F2.04c	erd1
SPBC4F6.13c	erb1		erb1
SPAC22A12.10	ept1	cpt1	ept1
