SystematicID	Gene_name	Synonyms	Names
SPNCRNA.1270	epl1-antisense-1		epl1-antisense-1
SPCC830.05c	epl1		epl1
SPNCRNA.67	epe1-antisense-1	SPNCRNA.1196,prl67	epe1-antisense-1
SPCC622.16c	epe1	kdm2	epe1
SPAPB17E12.08	eos1		eos1
SPCC794.11c	ent3		ent3
SPCC162.07	ent1		ent1
SPCC330.09	enp2		enp2
SPBC13G1.09	enp1		enp1
SPNCRNA.1302	eno102-antisense-1		eno102-antisense-1
SPBPB21E7.01c	eno102	eno1,SPBPB8B6.07c	eno102
SPBC1815.01	eno101	eno1	eno101
SPAC23D3.10c	eng2		eng2
SPAC821.09	eng1		eng1
SPNCRNA.888	end4-antisense-1		end4-antisense-1
SPAC688.11	end4	sla2	end4
SPBC11G11.02c	end3		end3
SPBC1105.08	emp70		emp70
SPBC4F6.05c	emp46		emp46
SPCC24B10.17	emp24		emp24
SPAC12B10.06c	emi5		emi5
SPAPB1E7.06c	eme1	mms4,slx2	eme1
SPCC1020.11c	emc6		emc6
SPAP4C9.02	emc5		emc5
SPCC1281.03c	emc4		emc4
SPBC1711.03	emc3	aim27	emc3
SPAC25H1.07	emc1		emc1
SPBC29A10.06c	ely5		ely5
SPBC3H7.10	elp6		elp6
SPBC18E5.05c	elp5	iki1	elp5
SPCC11E10.06c	elp4		elp4
SPAC29A4.20	elp3	kat9	elp3
SPCC895.06	elp2		elp2
SPBC36.07	elp1	iki3	elp1
SPAC1B2.03c	elo2	elo1	elo2
SPAC1639.01c	elo1	SPAC806.09c,elo2	elo1
SPBP23A10.14c	ell1		ell1
SPBC947.11c	elg1		elg1
SPAC3C7.08c	elf1		elf1
SPAC13G7.12c	eki1		eki1
SPCC663.01c	ekc1	SPCC777.16c	ekc1
SPCC63.14	eis1		eis1
SPBC4C3.07	eif6		eif6
SPBC4B4.04	eif21		eif21
SPBC660.12c	egt2		egt2
SPBC1604.01	egt1	SPBC1677.01c,mug158	egt1
SPBC25H2.05	egd2	nac1	egd2
SPCP31B10.07	eft202		eft202
SPAC513.01c	eft201	eft2-1,eft2,SPAPYUK71.04c	eft201
SPCC794.08	efr3		efr3
SPAC23C4.06c	efm6		efm6
SPBC839.14c	efm4	see1	efm4
SPAC3A11.03	efm3		efm3
SPCC338.11c	efm2	rrg1,uvi22	efm2
SPNCRNA.640	efg1-antisense-1		efg1-antisense-1
SPAC12G12.02	efg1	SPAC630.01c	efg1
SPBC336.03	efc25		efc25
SPBC18E5.11c	edc3	SPBC23G7.01c	edc3
SPAC18G6.09c	edc1	dbs1	edc1
SPAC15E1.05c	ect1		ect1
SPBC83.10	ecm7		ecm7
SPAC1705.03c	ecm33	SPAC23H4.19	ecm33
SPAC5H10.09c	ecm31		ecm31
SPAC1782.01	ecm29	SPAPYUG7.07	ecm29
SPBC337.07c	ecm14	ppp28	ecm14
SPBC8E4.12c	ecl3		ecl3
SPBP35G2.16c	ecl2		ecl2
SPCC70.12c	ecl1	SPNG2611	ecl1
SPBC428.02c	eca39	SPBC582.12c	eca39
SPBC2F12.03c	ebs1		ebs1
SPNCRNA.787	ebp2-antisense-1		ebp2-antisense-1
SPAC17H9.05	ebp2		ebp2
SPAC6G9.15c	ebp1		ebp1
SPCC285.10c	ear1		ear1
SPBC16A3.19	eaf7		eaf7
SPAC6F6.09	eaf6		eaf6
SPCC1223.10c	eaf1		eaf1
SPBC1271.04c	dys1	dhs1	dys1
SPAC644.05c	dut1		dut1
SPCC777.15	dus4		dus4
SPAC16.04	dus3		dus3
SPBC1709.06	dus2		dus2
SPBC36B7.04	dus1		dus1
SPBC32F12.08c	duo1		duo1
SPBC1198.08	dug1	ppp58	dug1
SPAC8C9.05	dtd1		dtd1
SPBC4C3.04c	dss4		dss4
SPAC26A3.16	dsk2	dph1,ucp5	dsk2
SPBC530.14c	dsk1		dsk1
SPBC582.04c	dsh1		dsh1
SPBC3B8.07c	dsd1		dsd1
SPCC285.11	dsc5	ucp10	dsc5
SPAC4D7.11	dsc4		dsc4
SPAC20H4.02	dsc3		dsc3
SPAC1486.02c	dsc2	ucp14	dsc2
SPBC947.10	dsc1		dsc1
SPCC1223.07c	drs1		drs1
SPBC691.02c	drp1		drp1
SPAC13C5.02	dre4		dre4
SPBC337.10c	dre2		dre2
SPAC6B12.11	drc1	sld2	drc1
SPBPJ4664.01	dps1	SPBPJ694.01	dps1
SPACUNK4.08	dpp2	ppp50	dpp2
SPAC14C4.15c	dpp1	SPAPJ760.01c,ppp21	dpp1
SPBC1677.02	dpm3		dpm3
SPBC21B10.11	dpm2		dpm2
SPAC31G5.16c	dpm1		dpm1
SPCC18.15	dph7	rrt2	dph7
SPBC577.12	dph6	mug71	dph6
SPCC576.14	dph5		dph5
SPNCRNA.947	dph4-antisense-1		dph4-antisense-1
SPAC926.05c	dph4		dph4
SPAC8F11.02c	dph3		dph3
SPNCRNA.1592	dph2-antisense-1		dph2-antisense-1
SPBC17D1.02	dph2		dph2
SPBC3B8.05	dph1		dph1
SPCC965.12	dpe2	ppp16	dpe2
SPAC3A11.10c	dpe1	ppp44	dpe1
SPAPB1A10.16	dpc13		dpc13
SPBC3D6.09	dpb4		dpb4
SPCC16C4.22	dpb3		dpb3
SPBP8B7.14c	dpb2		dpb2
SPBC651.05c	dot2	vps22	dot2
SPAPB21F2.02	dop1		dop1
SPCC18B5.06	dom34		dom34
SPNCRNA.1677	doa10-antisense-1		doa10-antisense-1
SPBC14F5.07	doa10	ssm4	doa10
SPBC25D12.02c	dnt1		dnt1
SPBC12C2.08	dnm1		dnm1
SPBC4.01	dni2		dni2
SPAC31G5.07	dni1		dni1
SPAC24B11.12c	dnf2		dnf2
SPAC821.13c	dnf1	SPAC955.01c	dnf1
SPBC16D10.04c	dna2		dna2
SPCC1739.04c	dms1		dms1
SPAC30C2.06c	dml1		dml1
SPNCRNA.904	dmc1-antisense-1		dmc1-antisense-1
SPAC8E11.03c	dmc1	dmp1	dmc1
SPAC17G8.10c	dma1		dma1
SPAC19G12.12	dlp1		dlp1
SPAC458.04c	dli1	dil1	dli1
SPBC713.03	dld2		dld2
SPAC1002.09c	dld1	dldh	dld1
SPAC926.07c	dlc2		dlc2
SPAC1805.08	dlc1		dlc1
SPAC2C4.07c	dis32	dis3L2	dis32
SPBC26H8.10	dis3	rrp44	dis3
SPBC776.02c	dis2	sds1,bws1	dis2
SPNCRNA.578	dis1-antisense-2	SPNG2AF57	dis1-antisense-2
SPNCRNA.1132	dis1-antisense-1		dis1-antisense-1
SPCC736.14	dis1		dis1
SPBC3D6.12	dip2		dip2
SPBC24C6.10c	dip1		dip1
SPAC19D5.06c	din1	rai1	din1
SPCC16A11.05c	dim1		dim1
SPAC4F8.01	did4	SPAC644.03c,vps2	did4
SPNCRNA.1635	did2-antisense-1		did2-antisense-1
SPBC13G1.12	did2		did2
SPBC646.17c	dic1	SPBC855.01c,SPBP35G2.01c,mug44	dic1
SPAC25B8.06c	dia4		dia4
SPAPB1A10.06c	dhx37		dhx37
SPBC15C4.05	dhx29		dhx29
SPAC26A3.12c	dhp1	rat1	dhp1
SPAC513.06c	dhd1		dhd1
SPNCRNA.1006	dhc1-antisense-1		dhc1-antisense-1
SPAC1093.06c	dhc1	SPAC30C2.01c	dhc1
SPAC5H10.01	dgc1		dgc1
SPCC1235.15	dga1	SPCC548.01	dga1
SPCC1223.08c	dfr1		dfr1
SPCC550.13	dfp1	rad35,him1,dbf4	dfp1
SPAC7D4.09c	dfg10		dfg10
SPBC365.08c	der1	dfm1	der1
SPBC21C3.02c	dep1		dep1
SPAC25B8.05	deg1		deg1
SPBC354.10	def1		def1
SPAC1B1.01	deb1	rdp1	deb1
SPBC1198.02	dea2		dea2
SPAC30D11.03	ddx27	drs1	ddx27
SPAC17H9.10c	ddb1		ddb1
SPCC1020.05	dcr2		dcr2
SPCC188.13c	dcr1	SPCC584.10c	dcr1
SPAC19A8.12	dcp2		dcp2
SPBC3B9.21	dcp1		dcp1
SPBC839.03c	dcn1		dcn1
SPBC2G2.13c	dcd1		dcd1
SPAC31A2.15c	dcc1		dcc1
SPBC17D11.08	dca7		dca7
SPAC167.05	dbs2	SPAC57A7.01	dbs2
SPNCRNA.759	dbr1-antisense-1		dbr1-antisense-1
SPAC17A5.02c	dbr1		dbr1
SPCC1494.06c	dbp9		dbp9
SPBC543.06c	dbp8		dbp8
SPBC21H7.04	dbp7		dbp7
SPCC285.03	dbp6		dbp6
SPBC12C2.06	dbp5		dbp5
SPBC17D1.06	dbp3		dbp3
SPBP8B7.16c	dbp2		dbp2
SPAC31A2.07c	dbp10		dbp10
SPBC29A10.10c	dbl8		dbl8
SPBC651.12c	dbl7		dbl7
SPBC16C6.04	dbl6		dbl6
SPCC548.05c	dbl5		dbl5
SPAC328.02	dbl4		dbl4
SPBC14C8.09c	dbl3		dbl3
SPCC553.01c	dbl2	SPCC736.01c	dbl2
SPCC2H8.05c	dbl1	SPCC63.01c	dbl1
SPCC736.06	dar2		dar2
SPAC25B8.01	dap1	SPAC26H5.15	dap1
SPCC1450.07c	dao1		dao1
SPAC589.08c	dam1		dam1
SPBC1773.15	dal52	dal5h2	dal52
SPCC417.10	dal51	dal5h1	dal51
SPAC1F7.09c	dal2	ala1	dal2
SPNCRNA.956	dal1-antisense-1		dal1-antisense-1
SPAC19G12.04	dal1		dal1
SPAC977.16c	dak2		dak2
SPAC22A12.11	dak1		dak1
SPCC417.02	dad5	hsk3,hos3	dad5
SPBC3B9.22c	dad4		dad4
SPAC14C4.16	dad3		dad3
SPAC1805.07c	dad2	hos2	dad2
SPAC16A10.05c	dad1		dad1
SPAC24C9.02c	cyt2		cyt2
SPBC29A3.18	cyt1		cyt1
SPBC106.17c	cys2		cys2
SPAC3A12.17c	cys12	cys1b	cys12
SPBC36.04	cys11	cys1a	cys11
SPBC19C7.03	cyr1	git2	cyr1
SPCC553.04	cyp9		cyp9
SPAC21E11.05c	cyp8		cyp8
SPBC16H5.05c	cyp7	cwf27	cyp7
SPBP8B7.25	cyp4		cyp4
SPNCRNA.1411	cyp3-antisense-1		cyp3-antisense-1
SPBC1709.04c	cyp3		cyp3
SPNCRNA.739	cyp1-antisense-1		cyp1-antisense-1
SPAC57A10.03	cyp1		cyp1
SPBC119.17	cym1	SPBC577.01,ppp37	cym1
SPAC9G1.06c	cyk3		cyk3
SPBC26H8.12	cyc3		cyc3
SPAC17H9.12c	cyc2		cyc2
SPCC191.07	cyc1		cyc1
SPBC23E6.01c	cxr1	SPBPJ758.01	cxr1
SPAPB1A10.04c	cwp1		cwp1
SPAC589.12	cwh43	SPAC688.01	cwh43
SPAC2E1P5.04c	cwg2	orb7	cwg2
SPBC28F2.04c	cwf7	spf27	cwf7
SPCC550.02c	cwf5	ecm2	cwf5
SPNCRNA.1637	cwf4-antisense-1		cwf4-antisense-1
SPBC31F10.11c	cwf4	syf3	cwf4
SPBC211.02c	cwf3	syf1	cwf3
SPBC887.05c	cwf29		cwf29
SPNCRNA.1653	cwf28-antisense-1		cwf28-antisense-1
SPBC3B9.02c	cwf28		cwf28
SPCC1620.10	cwf26		cwf26
SPBC146.05c	cwf25		cwf25
SPBC13E7.02	cwf24		cwf24
SPCC10H11.02	cwf23	SPCP31B10.01	cwf23
SPBC13E7.01	cwf22	SPBC15D4.16	cwf22
SPAC4A8.09c	cwf21		cwf21
SPNCRNA.1174	cwf20-antisense-1		cwf20-antisense-1
SPCC4B3.14	cwf20		cwf20
SPAC3A12.11c	cwf2	prp3,cwc2	cwf2
SPNCRNA.712	cwf19-antisense-1		cwf19-antisense-1
SPAC30D11.09	cwf19		cwf19
SPCP1E11.07c	cwf18		cwf18
SPAC9.13c	cwf16	SPAPJ735.01c	cwf16
SPBC337.06c	cwf15		cwf15
SPBC24C6.11	cwf14		cwf14
SPBC32F12.05c	cwf12		cwf12
SPBC646.02	cwf11		cwf11
SPNCRNA.1661	cwf10-antisense-1		cwf10-antisense-1
SPBC215.12	cwf10	spef2,snu114,csp4	cwf10
SPAC6F12.15c	cut9	dre1,apc6	cut9
SPAC17C9.13c	cut8		cut8
SPAC25G10.07c	cut7		cut7
SPAC56E4.04c	cut6		cut6
SPBC106.09	cut4	apc1	cut4
SPNCRNA.551	cut3-antisense-2	SPNG2AF15	cut3-antisense-2
SPNCRNA.653	cut3-antisense-1		cut3-antisense-1
SPBC146.03c	cut3	smc4	cut3
SPAC6F12.14	cut23	apc8	cut23
SPAC19G12.01c	cut20	lid1,apc4,SPAPJ698.04c	cut20
SPBC14C8.01c	cut2	SPBC1815.02c	cut2
SPCC962.03c	cut15		cut15
SPBP4H10.06c	cut14	smc2	cut14
SPBC649.05	cut12	stf1	cut12
SPAC1786.03	cut11	SPAC24C9.01	cut11
SPCC5E4.04	cut1	ptr4	cut1
SPAC22G7.11c	cum1	SPAC4G8.01c	cum1
SPAC24H6.03	cul3	pcu3	cul3
SPAC17G6.12	cul1	pcu1	cul1
SPCC584.02	cuf2		cuf2
SPAC31A2.11c	cuf1		cuf1
SPCC1906.02c	cue3		cue3
SPCC1235.03	cue2		cue2
SPCC4G3.13c	cue1		cue1
SPBC19C2.13c	ctu2		ctu2
SPBC2G5.03	ctu1		ctu1
SPCC757.07c	ctt1	cta1	ctt1
SPAC10F6.03c	cts1		cts1
SPBC23G7.16	ctr6		ctr6
SPAC1142.05	ctr5		ctr5
SPCC1393.10	ctr4		ctr4
SPNCRNA.557	ctr1-antisense-2	SPNG2AF1	ctr1-antisense-2
SPNCRNA.772	ctr1-antisense-1		ctr1-antisense-1
SPAC140.04	ctr1		ctr1
SPNCRNA.1189	ctp1-antisense-1		ctp1-antisense-1
SPCC338.08	ctp1	nip1,slr9,mug38	ctp1
SPCC1682.11c	ctl1		ctl1
SPBC1685.08	cti6		cti6
SPCC1739.07	cti1	lrp1,rrp47	cti1
SPNCRNA.1060	ctf8-antisense-1		ctf8-antisense-1
SPAC19D5.11c	ctf8		ctf8
SPBC902.02c	ctf18	chl12	ctf18
SPBC3B9.11c	ctf1		ctf1
SPAC29A4.19c	cta5		cta5
SPACUNK4.07c	cta4	sev4,SPAPYUK71.01	cta4
SPNCRNA.1374	cta3-antisense-1		cta3-antisense-1
SPBC839.06	cta3		cta3
SPAC17A2.09c	csx1		csx1
SPBC32F12.01c	css1	SPBC685.10c	css1
SPBC365.01	csr103		csr103
SPAC3H8.02	csr102		csr102
SPAC589.09	csr101		csr101
SPAC1952.12c	csn71	csn7a,csn7	csn71
SPAC1687.13c	csn5		csn5
SPAC22A12.03c	csn4		csn4
SPAC222.16c	csn3	SPAC821.02c	csn3
SPAPB17E12.04c	csn2		csn2
SPBC215.03c	csn1		csn1
SPAC11E3.03	csm1	pcs1	csm1
SPCC1840.11	csl4	SPCC965.01	csl4
SPAC1D4.06c	csk1		csk1
SPAC4D7.07c	csi2		csi2
SPBC2G2.14	csi1		csi1
SPAC2C4.10c	csc4		csc4
SPBC2G2.09c	crs1	mug17	crs1
SPNCRNA.762	crp79-antisense-1		crp79-antisense-1
SPAC1610.03c	crp79	meu5	crp79
SPNCRNA.707	crn1-antisense-1		crn1-antisense-1
SPAC23C4.02	crn1		crn1
SPAC1805.17	crm1	caf2,SPAC1B2.01	crm1
SPAC22H10.11c	crf1		crf1
SPAC22A12.08c	crd1		crd1
SPAC13G7.08c	crb3	ipi3	crb3
SPBC342.05	crb2	rhp9	crb2
SPAC19G12.10c	cpy1	pcy1	cpy1
SPAC3A11.02	cps3	mug188	cps3
SPAC24C9.08	cps1		cps1
SPAC17G6.04c	cpp1		cpp1
SPAC2F7.07c	cph2	rco1	cph2
SPNCRNA.687	cph1-antisense-1		cph1-antisense-1
SPAC16C9.05	cph1		cph1
SPAC9G1.12	cpd1		cpd1
SPNCRNA.826	cpc2-antisense-1		cpc2-antisense-1
SPAC6B12.15	cpc2	rkp1	cpc2
SPCC364.04c	coy1		coy1
SPCC1259.05c	cox9		cox9
SPAC24C9.16c	cox8		cox8
SPBC2F12.17	cox7		cox7
SPAC1B2.04	cox6		cox6
SPCC338.10c	cox5		cox5
SPAC1296.02	cox4		cox4
SPMIT.04	cox3		cox3
SPAC1782.04	cox24		cox24
SPBC25H2.18	cox20		cox20
SPMIT.11	cox2		cox2
SPCC1672.04c	cox19		cox19
SPCC1442.15c	cox18		cox18
SPBC26H8.14c	cox17		cox17
SPAC1486.08	cox16		cox16
SPNCRNA.895	cox15-antisense-1		cox15-antisense-1
SPCC757.15	cox14		cox14
SPCC1739.09c	cox13		cox13
SPCC1442.08c	cox12		cox12
SPAC19B12.13	cox1102	cox11,cox11-b,SPAPB8E5.01	cox1102
SPNCRNA.731	cox1101-antisense-1		cox1101-antisense-1
SPAC1420.04c	cox1101	cox11,SPAPB17E12.01c	cox1101
SPBC365.02c	cox10		cox10
SPMIT.01	cox1		cox1
SPAC2C4.05	cor1		cor1
SPAC19G12.11	coq9		coq9
SPBC337.15c	coq7		coq7
SPBC146.12	coq6		coq6
SPCC4G3.04c	coq5		coq5
SPAC1687.12c	coq4		coq4
SPCC162.05	coq3		coq3
SPCC1840.09	coq11		coq11
SPCC16A11.07	coq10		coq10
SPBPJ4664.04	cop1		cop1
SPBC11B10.03	cog8		cog8
SPBC776.10c	cog6		cog6
SPBC19G7.14c	cog5		cog5
SPCC338.13	cog4		cog4
SPBC1539.05	cog3		cog3
SPBC36.08c	cog2		cog2
SPAC144.15c	cog1		cog1
SPMIT.05	cob1	cob,cytb	cob1
SPBC24C6.13	coa6	new16	coa6
SPBC16A3.16	coa5		coa5
SPCC550.01c	coa4		coa4
SPAC1B3.21	coa3	tam3	coa3
SPAC15A10.17	coa2	new5	coa2
SPBC16E9.03c	coa1		coa1
SPAC3C7.11c	cnx1	cal1	cnx1
SPAC26A3.10	cnt6		cnt6
SPBC17G9.08c	cnt5	csx2	cnt5
SPAC17A2.04c	cns1		cns1
SPBC1861.01c	cnp3	SPBC56F2.13,mif2	cnp3
SPBC800.13	cnp20		cnp20
SPBC1105.17	cnp1	sim2	cnp1
SPAC23H4.11c	cnl2		cnl2
SPCC188.03	cnd3		cnd3
SPCC306.03c	cnd2		cnd2
SPBC776.13	cnd1		cnd1
SPCC830.06	cnb1		cnb1
SPBC23G7.07c	cms1		cms1
SPBC1604.18c	cmp7		cmp7
SPAC23A1.06c	cmk2	mkp2	cmk2
SPACUNK12.02c	cmk1	CaMK-I	cmk1
SPAC4F10.22	cmc4	tam2	cmc4
SPCC4B3.20	cmc2	new24	cmc2
SPBC21D10.07	cmc1		cmc1
SPAC4G9.11c	cmb1		cmb1
SPBC530.06c	clu1		clu1
SPBC36.05c	clr6		clr6
SPAC29B12.08	clr5		clr5
SPBC428.08c	clr4		clr4
SPNCRNA.1331	clr3-antisense-1		clr3-antisense-1
SPBC800.03	clr3		clr3
SPAC1B3.17	clr2		clr2
SPBC2D10.17	clr1		clr1
SPAC1782.09c	clp1	flp1	clp1
SPBC1D7.03	clg1	mug80,SPBC1D7.03c	clg1
SPAC6G10.03c	cld1		cld1
SPBC9B6.08	clc1	git9	clc1
SPBC577.09	ckn1		ckn1
SPNCRNA.1271	ckk2-antisense-1		ckk2-antisense-1
SPCC1919.01	ckk2	ppk34,SPCC830.12	ckk2
SPAC1805.05	cki3		cki3
SPBP35G2.05c	cki2	sst3	cki2
SPBC1347.06c	cki1	ck1	cki1
SPBC2G5.02c	ckb2		ckb2
SPAC1851.03	ckb1		ckb1
SPAC23C11.11	cka1	orb5	cka1
SPAC6C3.04	cit1		cit1
SPAC17D4.03c	cis4		cis4
SPAC12G12.03	cip2		cip2
SPBC16A3.18	cip1		cip1
SPNCRNA.846	cig2-antisense-1		cig2-antisense-1
SPAPB2B4.03	cig2	cyc17	cig2
SPCC4E9.02	cig1	SPCC645.01	cig1
SPCC364.01	cif1		cif1
SPCC338.04	cid2		cid2
SPAC17H9.01	cid16		cid16
SPNCRNA.638	cid14-antisense-1		cid14-antisense-1
SPAC12G12.13c	cid14		cid14
SPAC821.04c	cid13		cid13
SPCC663.12	cid12	csp8,csp10	cid12
SPBC1685.06	cid11		cid11
SPAC19D5.03	cid1		cid1
SPAC144.16	cia2		cia2
SPCC663.05c	cia1	asf1	cia1
SPAC4G9.06c	chz1		chz1
SPNCRNA.1410	chs2-antisense-1		chs2-antisense-1
SPBC1709.01	chs2	SPBC1734.17	chs2
SPAC13G6.12c	chs1	SPAC24B11.01c	chs1
SPBC1289.01c	chr4	cfh3,SPBC1539.11c	chr4
SPBC16C6.10	chp2		chp2
SPAC18G6.02c	chp1		chp1
SPBC26H8.03	cho2		cho2
SPBC337.16	cho1		cho1
SPAC3G6.11	chl1		chl1
SPCC1259.13	chk1	rad27	chk1
SPAC26A3.05	chc1		chc1
SPBC1683.13c	cha4		cha4
SPCC285.09c	cgs2	pde1	cgs2
SPAC8C9.03	cgs1	rak1	cgs1
SPAC1556.05c	cgr1		cgr1
SPCC24B10.12	cgi121		cgi121
SPNCRNA.1413	cft2-antisense-1		cft2-antisense-1
SPBC1709.15c	cft2		cft2
SPBC1709.08	cft1		cft1
SPAC6G9.12	cfr1		cfr1
SPBC3E7.12c	cfh4		cfh4
SPCC417.05c	cfh2		cfh2
SPAC24B11.10c	cfh1		cfh1
SPBC887.13c	cem1		cem1
SPCC1450.11c	cek1		cek1
SPBC2F12.08c	ceg1	pce1	ceg1
SPAC17H9.19c	cdt2	sev1	cdt2
SPBC428.18	cdt1		cdt1
SPNCRNA.1155	cds1-antisense-1		cds1-antisense-1
SPCC18B5.11c	cds1		cds1
SPAC57A10.02	cdr2		cdr2
SPAC644.06c	cdr1	nim1	cdr1
SPBC12D12.02c	cdm1		cdm1
SPBC32H8.10	cdk9		cdk9
SPBC18H10.15	cdk11	ppk23	cdk11
SPBC336.02	cdh1		cdh1
SPAC1556.04c	cdd1	pcd1	cdd1
SPAC27F1.02c	cdc8	fus4	cdc8
SPBC17G9.02c	cdc73		cdc73
SPNCRNA.1587	cdc7-antisense-1		cdc7-antisense-1
SPBC21.06c	cdc7	pld1,its10	cdc7
SPBC336.04	cdc6	pol3,pold,mis10	cdc6
SPAC644.12	cdc5		cdc5
SPAC1565.08	cdc48	SPAC6F12.01,dsc6	cdc48
SPAC17D4.02	cdc45	sna41,goa1	cdc45
SPAC110.03	cdc42		cdc42
SPAP8A3.08	cdc4		cdc4
SPBC9B6.10	cdc37		cdc37
SPCC1682.04	cdc31		cdc31
SPAC4A8.15c	cdc3		cdc3
SPNCRNA.1451	cdc28-antisense-1		cdc28-antisense-1
SPBC19C2.01	cdc28	prp8	cdc28
SPBC1734.02c	cdc27	SPBC337.18c	cdc27
SPAC24H6.05	cdc25	sal2	cdc25
SPAC8F11.07c	cdc24		cdc24
SPNCRNA.1665	cdc23-antisense-1		cdc23-antisense-1
SPBC1347.10	cdc23	mcm10	cdc23
SPAC1F7.05	cdc22		cdc22
SPBC25H2.13c	cdc20	pol2	cdc20
SPNCRNA.1438	cdc2-antisense-1		cdc2-antisense-1
SPBC11B10.09	cdc2	cdk1	cdc2
SPNCRNA.1495	cdc18-antisense-1		cdc18-antisense-1
SPBC14C8.07c	cdc18		cdc18
SPAC20G8.01	cdc17		cdc17
SPAC6F6.08c	cdc16	bub2	cdc16
SPAC20G8.05c	cdc15		cdc15
SPBC24C6.07	cdc14		cdc14
SPBC582.03	cdc13		cdc13
SPAP27G11.03	cdc123		cdc123
SPAC1F5.04c	cdc12		cdc12
SPCC1739.11c	cdc11		cdc11
SPBC336.12c	cdc10		cdc10
SPAC27E2.05	cdc1	mis1	cdc1
SPAC23H4.09	cdb4		cdb4
SPAC19G12.03	cda1		cda1
SPBC337.05c	cct8		cct8
SPBC25H2.12c	cct7		cct7
SPBC646.11	cct6		cct6
SPNCRNA.730	cct5-antisense-1		cct5-antisense-1
SPAC1420.02c	cct5		cct5
SPBC106.06	cct4		cct4
SPBC1A4.08c	cct3		cct3
SPAC1D4.04	cct2		cct2
SPBC12D12.03	cct1		cct1
SPAC22E12.04	ccs1	pccs	ccs1
SPCC31H12.08c	ccr4	SPCC5E4.02c	ccr4
SPBC29A10.01	ccr1	SPBC365.17	ccr1
SPCC188.07	ccq1		ccq1
SPBC36B7.08c	ccp1		ccp1
SPAC6F6.01	cch1		cch1
SPAC25G10.02	cce1	ydc2	cce1
SPBC29A3.01	ccc2		ccc2
SPCC645.10	cca2		cca2
SPAC1093.04c	cca1		cca1
SPAC1556.08c	cbs2	SPAC1F12.01c	cbs2
SPCC970.03	cbr1		cbr1
SPNCRNA.1378	cbp6-antisense-1		cbp6-antisense-1
SPBC947.14c	cbp6		cbp6
SPBC27B12.14	cbp4		cbp4
SPCC4B3.17	cbp3		cbp3
SPNCRNA.1608	cbp1-antisense-2		cbp1-antisense-2
SPNCRNA.574	cbp1-antisense-1	SPNG2AF47	cbp1-antisense-1
SPBC1105.04c	cbp1	abp1	cbp1
SPBC14F5.12c	cbh2		cbh2
SPNCRNA.990	cbh1-antisense-1		cbh1-antisense-1
SPAC9E9.10c	cbh1	cbh	cbh1
SPNCRNA.1051	cbf5-antisense-1		cbf5-antisense-1
SPAC29A4.04c	cbf5		cbf5
SPCC1223.13	cbf12		cbf12
SPCC736.08	cbf11		cbf11
SPCC16C4.16c	cbc3		cbc3
SPBC13A2.01c	cbc2		cbc2
SPAC6G10.07	cbc1		cbc1
SPNCRNA.1456	cay1-antisense-1		cay1-antisense-1
SPBC2F12.12c	cay1		cay1
SPAC869.11	cat1	SPAC922.08c	cat1
SPBC21C3.08c	car2		car2
SPBP26C9.02c	car1		car1
SPCC306.09c	cap1	cap	cap1
SPNCRNA.1690	cao2-antisense-1		cao2-antisense-1
SPBC1289.16c	cao2	SPBC8E4.06,spao2	cao2
SPAC2E1P3.04	cao1	spao1	cao1
SPBC18H10.16	can1		can1
SPAC29A4.05	cam2		cam2
SPAC3A12.14	cam1		cam1
SPNCRNA.1585	caf5-antisense-1		caf5-antisense-1
SPBC609.04	caf5		caf5
SPAC664.15	caf4		caf4
SPAC20G4.01	caf16	SPAC22F8.13	caf16
SPCC18.06c	caf1	pop2	caf1
SPCC14G10.01	cab5	SPCC18B5.12	cab5
SPAC1F12.08	cab4		cab4
SPAC10F6.13c	caa1	aat2	caa1
SPNCRNA.1518	bzz1-antisense-1		bzz1-antisense-1
SPBC12C2.05c	bzz1		bzz1
SPAC222.10c	byr4		byr4
SPAC13D6.02c	byr3		byr3
SPBC1D7.05	byr2	ste8,SPBC2F12.01	byr2
SPNCRNA.674	byr1-antisense-1		byr1-antisense-1
SPAC1D4.13	byr1	ste1,ste3	byr1
SPCC645.13	bye1		bye1
SPCC576.04	bxi1		bxi1
SPBC3D6.02	but2		but2
SPAC27D7.12c	but1	SPAC27D7.12,mug107,prx	but1
SPAC17G8.03c	bur6	dpb3	bur6
SPAC12B10.03	bun62	wdr20	bun62
SPAC31A2.14	bun107	wdr48	bun107
SPAC15A10.16	bud6	aip3,fat1,SPAC15E1.01	bud6
SPAP27G11.07c	bud32		bud32
SPAC26A3.06	bud23		bud23
SPAC4F10.06	bud22		bud22
SPAC19B12.11c	bud20		bud20
SPAC23H3.08c	bub3		bub3
SPCC1322.12c	bub1		bub1
SPAC607.09c	btn1	cln3	btn1
SPNCRNA.1030	btf3-antisense-1		btf3-antisense-1
SPAC4F10.14c	btf3	egd1,btt1,nac2	btf3
SPAC13D6.04c	btb3		btb3
SPBC25B2.06c	btb2		btb2
SPCC330.11	btb1		btb1
SPAC17A2.01	bsu1	sod1,car1,SPAC1B1.05	bsu1
SPNCRNA.754	bst1-antisense-1		bst1-antisense-1
SPAC824.02	bst1		bst1
SPAC9E9.05	bsp1		bsp1
SPAC328.07c	bsd1		bsd1
SPNCRNA.1332	brx1-antisense-1		brx1-antisense-1
SPBC800.06	brx1		brx1
